artist_name,album_title,genre,album_url,artist_url,tags,location,release_date_clean,release_year,description
"Elena Setién, GranDays & Xabier Erkizia",Mirande,Sucias lenguas,,,,,,,
Brigada suicida,Sucias lenguas,punk,https://brigadasuicida.bandcamp.com/album/sucias-lenguas?from=search&search_item_id=3452519598&search_item_type=a&search_match_part=%3F&search_page_id=4754851447&search_page_no=1&search_rank=9&search_sig=553c8983d594e3ec21e926100dcb1b75,,"metal punk, metal; punk, punk, hardcore punk, punk, punk rock, rock hardcore, Bilbao",,2025-06-19,2025,
Lord Bakartia,Before The Fire Fades,ambient,https://lordbakartia.bandcamp.com/album/before-the-fire-fades?from=search&search_item_id=220951566&search_item_type=a&search_match_part=%3F&search_page_id=4754851616&search_page_no=1&search_rank=2&search_sig=02c5fae13724eb268d0d903b3e2ddb16,,"ambient, old school dungeon synth, dark ambient, dark dungeon music, dungeon synth, fantasy, fantasy synth, inspired by, soundtrack, videogame music, Bilbao",,2023-07-14,2023,"Criptadel: ""Beneath the Ashes I"", ""Beneath the Ashes II"", ""Beneath the Ashes III"".:criptadel.bandcamp.comLord Bakartia: ""Devoted to the Princess of Sunlight"", ""The Captain and the Executioner"", ""Emerald Herald"".Khüll: ""The Path of the Ashen One"", ""Corrupted by the Abyss"", ""Capital of Gods"":khull.bandcamp.comMastered by Seven Black Books.:sevenblackbooks.bandcamp.comwww.instagram.com/sevenblackbooks/Artwork by ""Silvana Massa Art"":www.facebook.com/SilvMassa.Artinstagram.com/silvana.massa.art"
Testura,Testura,panopticum - multisensory metaphors | polygon network [NW0063],https://forbiddencolours.bandcamp.com/album/testura?from=search&search_item_id=2912956824&search_item_type=a&search_match_part=%3F&search_page_id=4754851808&search_page_no=1&search_rank=1&search_sig=e175e2ba73b750a1b5c779b170a415d9,,"acoustic, indie, Bilbao",,2020-03-06,2020,"Recorded between Elgoibar and Bera.Mixed by Johannes Buff at the End Note Studio in Bayonne.Mastered by Mateusz Majewski at London Concrete Cut Studio, London.2020 Forbidden Colours | 0f1c5"
panopticum,panopticum - multisensory metaphors | polygon network [NW0063],experimental,https://polygonnetwork.bandcamp.com/album/panopticum-multisensory-metaphors-polygon-network-nw0063?from=search&search_item_id=759638299&search_item_type=a&search_match_part=%3F&search_page_id=4754851907&search_page_no=1&search_rank=1&search_sig=881baee055711b22560fdfcec9ec050f,,"experimental, abstract, ambient, electro, glitch, idm, techno, Bilbao",,2024-09-11,2024,artwork: czar MLtracks programmed and mixed by panopticummastered by dual spectrum [black unit studios]
Angela Aux,Spacelarking in the Age of Spiritual Machines,spoken word,https://angelaaaux.bandcamp.com/album/spacelarking-in-the-age-of-spiritual-machines?from=search&search_item_id=832480954&search_item_type=a&search_match_part=%3F&search_page_id=4754852070&search_page_no=1&search_rank=1&search_sig=b2eb954005e254ce169800d300d75629,,"experimental pop, leftfield, poetry, spoken word, kraut, Bilbao",,2024-05-31,2024,
KNIVES,Survival Skills,metal,https://knivestaldea.bandcamp.com/album/survival-skills?from=search&search_item_id=90944002&search_item_type=a&search_match_part=%3F&search_page_id=4754852275&search_page_no=1&search_rank=1&search_sig=8e5c163e64960a616bd5e28305434800,,"metal, crust punk, dbeat, death, death and roll, grind, metallic hardcore, rock, Bilbao",,2024-09-05,2024,Recorded at No Estudios by Oilosko.Mixed by Markus Matzinger at Doom Studios (Austria).Mastered by Roland Weigner at Die Tonmesterei (Germany)
add obscurae,add obscurae - live from hangar 14 | polygon network [NW0070],experimental,https://polygonnetwork.bandcamp.com/album/add-obscurae-live-from-hangar-14-polygon-network-nw0070?from=search&search_item_id=3383953089&search_item_type=a&search_match_part=%3F&search_page_id=4754852400&search_page_no=1&search_rank=1&search_sig=b9b2dbb2d786e8dbc9cb8c19186dce91,,"experimental, abstract, ambient, idm, techno, Bilbao",,2025-03-05,2025,Arttwork by Olivier ZedMastered by Dual Spectrum [Black Unit Studios]
Antxon Sagardui,Island Groove,reggae,https://crudobilbao.com/album/island-groove?from=search&search_item_id=3188240146&search_item_type=a&search_match_part=%3F&search_page_id=4754852507&search_page_no=1&search_rank=1&search_sig=d11235372be9704b72ed3878a2750905,,"dub reggae, dub techno, electro dub, electronic music, reggae, steppa, bass music, bass., chill, chillwave, groove, island, reggae, vives, Bilbao",,2020-07-17,2020,
JaunDone,JaunDone,rock,https://jaundone.bandcamp.com/album/jaundone?from=search&search_item_id=3244738797&search_item_type=a&search_match_part=%3F&search_page_id=4754852652&search_page_no=1&search_rank=1&search_sig=098b43747935042678c6ece3c062177b,,"rock, mathrock, post-metal, postrock, Bilbao",,2016-02-19,2016,
EverBlue,EVERBLUE,rock,https://everblueband.bandcamp.com/album/everblue?from=search&search_item_id=868733037&search_item_type=a&search_match_part=%3F&search_page_id=4754852809&search_page_no=1&search_rank=1&search_sig=0859519d9a987366e419b8b988008f44,,"rock, alternative rock, groove rock, indie rock, postpunk, Bilbao",,2025-05-29,2025,"Artwork: Otto HornbackVocals: León Abascal VillaGuitars: Jorge Oliver Sánchez-Reseco, Markel Ontañón GonzálezBass: Mario Enrique Pérez FuenmayorDrums: Beñat Valdizan"
Zea Mays,DA,rock,https://zeamays.bandcamp.com/album/da?from=search&search_item_id=3798453164&search_item_type=a&search_match_part=%3F&search_page_id=4754852944&search_page_no=1&search_rank=1&search_sig=34bcc85f7f4b6ae5f20b69febd0d0ace,,"rock, pop, pop rock, Bilbao",,2013-11-07,2013,"Zea mays DA:Asier Basabe- drums, percussion, whistles, backing vocals, claps.Ruben Gonzalez- bass, doublebass, programming, synthesizer, tubo, sanza, chining clock.Piti, Iñaki Imaz- electric guitar, acoustic guitar, iphone, synthesizer, whistle, claps.Aiora Renteria- vocals, backing vocals, whistle,cello, claps.Produced by DAVE M. ALLENMixed by DAVE M. ALLEN at CLUB RALPH, LONDON, UKSound engineer- JOSE LASTRARecorded at TIO PETE, URDULIZ, BASQUE COUNTRYMastered by ANDY “HIPPY” BALDWIN at METROPOLIS GROUP, LONDON, UKDesign by DAVID GONZALEZAll songs by Zea Mays.Asier plays Ludwig drums.Ekaitz Hernandez (Split77)- bass- Oihu, Gaur, Egiten dudan soinuak.Dave M. Allen- Piano- Egiten dudan soinuak; Synthesizer- Irria; Whistle- Ilunetan.Jose Lastra- programming anf synthesizer- Bi bihotz bi ero, Da, Vortex; Whistle- IlunetanAritz Aranburu- programming anf synthesizer- Bi bihotz bi ero, Da, Vortex.Lui Allen- Whistle- Ilunetan."
automatisme,automatisme - unlocked vol. 2 | polygon network [NW0064],experimental,https://polygonnetwork.bandcamp.com/album/automatisme-unlocked-vol-2-polygon-network-nw0064?from=search&search_item_id=744212845&search_item_type=a&search_match_part=%3F&search_page_id=4754853084&search_page_no=1&search_rank=1&search_sig=7348e813ff0236057ccaecdb82175fc4,,"experimental, abstract, ambient, idm, techno, Bilbao",,2024-10-02,2024,artwork by ponektracks programmed and mixed by william jourdainmastered by dual spectrum [black unit studios]
VVAA,ER040 VVAA - Northern Atavism,electronic,https://eclecticreactionsrecords.bandcamp.com/album/er040-vvaa-northern-atavism?from=search&search_item_id=3164530631&search_item_type=a&search_match_part=%3F&search_page_id=4754853236&search_page_no=1&search_rank=1&search_sig=3a4a09d3485383cde4741e40c6c73f68,,"acid, dark, ebm, eclectic reactions, electro, electronic, house, industrial, synth, trance, vinyl, ambient, experimental, techno, Bilbao",,2022-03-18,2022,Track A1 mastered by Mario Castillo.Tracks A2 to B3 mastered by Pablo Peiró at Sountess Studios.Cover photo and design by WLDV.
Sepulchral,Graveyard Repugnance,metal,https://sepulchraldeathmetal.bandcamp.com/album/graveyard-repugnance?from=search&search_item_id=1434320170&search_item_type=a&search_match_part=%3F&search_page_id=4754853394&search_page_no=1&search_rank=1&search_sig=6424cb6c679b1e85f156879cdcea64e0,,"death metal, metal, osdm, oldschool death metal, Bilbao",,2019-02-12,2019,Physical Version released under the putrid odor of Ignis Fatuus collective
KANAHN,Fall Prey,metal,https://kanahn.bandcamp.com/album/fall-prey?from=search&search_item_id=3381445675&search_item_type=a&search_match_part=%3F&search_page_id=4754853595&search_page_no=1&search_rank=1&search_sig=383fe58b6a1b87e41a302f67effe84f8,,"black metal, death metal, grindcore, metal, Bilbao",,2021-09-20,2021,© All music & lyrics by KANAHN
Bonzos,FSR019 Bonzos - Misión Suicida (LP),punk,https://bonzosfsr.bandcamp.com/album/fsr019-bonzos-misi-n-suicida-lp?from=search&search_item_id=2456719163&search_item_type=a&search_match_part=%3F&search_page_id=4754853746&search_page_no=1&search_rank=1&search_sig=8ab3c89f6e149813fa9c259e8fd142fa,,"punk, punk rock, rock'n'roll, Bilbao",,2018-08-06,2018,
Incursed,Elderslied,metal,https://incursed.bandcamp.com/album/elderslied?from=search&search_item_id=1526147923&search_item_type=a&search_match_part=%3F&search_page_id=4754853883&search_page_no=1&search_rank=1&search_sig=677dc026dac6cb0979cbf4bf77fadad5,,"metal, viking metal, folk metal, pagan metal, power metal, Bilbao",,2014-12-17,2014,
THE WIZARDS,A Tribute to Danzig,rock,https://thewizardsrock.bandcamp.com/album/a-tribute-to-danzig?from=search&search_item_id=2623185520&search_item_type=a&search_match_part=%3F&search_page_id=4754854022&search_page_no=1&search_rank=1&search_sig=058a230327b7ce1ae974867f21574e41,,"70´s rock, heavy metal, rock, danzig, doom metal, hard rock, occult rock, Bilbao",,2017-06-02,2017,"Recorded, mixed and mastered by Jon Asier Zubelzu at Gaua, Mungia. Spring 2017.All music and lyrics by Danzig."
Incursed,Fimbulwinter,metal,https://incursed.bandcamp.com/album/fimbulwinter?from=search&search_item_id=2485601448&search_item_type=a&search_match_part=%3F&search_page_id=4754854154&search_page_no=1&search_rank=1&search_sig=762ca10a43ddbb95ea75842dd7cc78df,,"metal, viking metal, baxayaun, fimbulwinter, folk metal, pagan metal, power metal, winter, Bilbao",,2012-11-05,2012,"Incursed’s “Fimbulwinter” was recorded during April, May and June, 2012, in “Sound of Apocalypse Studio”, Bilbao.Lyrics and music by Incursed. Faxanadu OST rights belong to Nintendo®.Mixed and mastered by Alex de Benito in “Sound of Apocalypse Studio” (soundofapocalypsestudio@gmail.com)Artwork, photography and design by Narot Santos, Juan Sampedro & Danny LaraDanny:dreamersofeden@gmail.comdanny@bassjunkiez.comwww.bassjunkiez.comNarot:mugnoos.deviantart.comJuan:bezzemes.deviantart.comContact:www.incursed.comwww.facebook.com/IncursedOfficialtwitter.com/IncursedBandnarotsantos@gmail.com+34 646 813 819 (Narot)+34 600 883 097 (Jon Koldo)Twitter:Narot: @Narot_SJon Koldo: @jonkoljkAsier Fernández: @asier_fernandezAmo: @AsierAmoJuan: @J_SinTierra"
Xabier Zeberio,Pause,Izei [Album],https://forbiddencolours.bandcamp.com/album/pause?from=search&search_item_id=4291808219&search_item_type=a&search_match_part=%3F&search_page_id=4754854338&search_page_no=1&search_rank=1&search_sig=9ea7fa2eb8443c3deba206badd269786,,Bilbao,,2023-10-19,2023,
Tartalo Music & Ian Fontova,Izei [Album],soundtrack,https://tartalomusic.bandcamp.com/album/izei-album?from=search&search_item_id=2745057474&search_item_type=a&search_match_part=%3F&search_page_id=4754854573&search_page_no=1&search_rank=1&search_sig=22a45e2e2eb60ab053e77673c6a7efdc,,"basque folk, basque music, celtic, epic, medieval, soundtrack, viking, basque, fantasy, Bilbao",,2022-02-23,2022,
txopet,Nahiz eta jausi,rock,https://txopet.bandcamp.com/album/nahiz-eta-jausi?from=search&search_item_id=46743011&search_item_type=a&search_match_part=%3F&search_page_id=4754854749&search_page_no=1&search_rank=1&search_sig=8d64eaed986d0885dd1c7f3f9e73ecf3,,"rock, Bilbao",,2023-11-09,2023,
Vulk,Vulk ez da,kids,https://vulk.bandcamp.com/album/vulk-ez-da?from=search&search_item_id=2743422332&search_item_type=a&search_match_part=%3F&search_page_id=4754854922&search_page_no=1&search_rank=7&search_sig=06ac068713947255e51f9f364cac34a1,,"kids, Bilbao",,2022-01-28,2022,"MUSIKAJulen AlberdiAndoni de la CruzAlberto EguíluzJangitz LarrañagaEXTRAJavier Marco ‘Chavi’Ibai GogortzaHans KrügerLlúcia PlaJulene GregorioHITZAKAndoni de la CruzErramun Maruri Etsai, Orpoan-en(“Lili-Txingar” Bizkayeraz, 1928)ITZULTZAILEAJangitz LarrañagaGIDA LANAIbai GogortzaGRABAZIO ETA NAHASKETAIñigo IrazokiAtala Estudio, BeraGRABAZIO EXTRAKHans KrügerMontreal Studios, SubizaUrtzi IzaEten Espazio Sonoro, BilbaoMASTERJ.J. GoldenGolden Mastering, Ventura CAEGUR TAILAJose Felix LarrañagaAZALAREN ARGAZKIAAnder Sagastiberri© 2022 VULK & (P) 2022 VULK, Montgrí"
"Sustraidun Youths, George Palmer",Problems Of War (Digital Cuts Vol.1),reggae,https://sustraidunyouths.bandcamp.com/album/problems-of-war-digital-cuts-vol-1?from=search&search_item_id=2907422996&search_item_type=a&search_match_part=%3F&search_page_id=4754855046&search_page_no=1&search_rank=3&search_sig=6d7df304054b18199b17cdb156f0339a,,"digital reggae, reggae, roots reggae, Bilbao",,2024-04-17,2024,
Bass Lee & Eztandub,Zulu Dantza,reggae,https://bassleemusic.bandcamp.com/album/zulu-dantza?from=search&search_item_id=3578531951&search_item_type=a&search_match_part=%3F&search_page_id=4754855175&search_page_no=1&search_rank=1&search_sig=c958c23eb3b6f5bf085d1eb223d0bec8,,"bass lee, eztandub, reggae, roots reggae, dub, instrumental reggae, melodica, reggae, Bilbao",,2017-10-25,2017,
The Wizards,Plagues,rock,https://thewizardsrock.bandcamp.com/album/plagues?from=search&search_item_id=4279148565&search_item_type=a&search_match_part=%3F&search_page_id=4754855294&search_page_no=1&search_rank=1&search_sig=aa8178c1bd5e6b56baffe58558102243,,"heavy metal, rock, doom metal, hard rock, occult rock, Bilbao",,2014-01-01,2014,
Negracalavera,Impredecible,rock,https://negracalavera.bandcamp.com/album/impredecible?from=search&search_item_id=2213600476&search_item_type=a&search_match_part=%3F&search_page_id=4754855430&search_page_no=1&search_rank=1&search_sig=ab92b9ed0c00d4e1752a7458e7b0e058,,"high energy rock'n'roll, rock, action rock, high energy rock, punk rock, Bilbao",,2025-03-14,2025,*Txemi Bugatti: Voz*Endika Fiz: Guitarras*Javi Rosca: Guitarras*David Pintxo: Bajo*David Tobal: Batería
In Loving Memory,The Withering,metal,https://funere.bandcamp.com/album/the-withering?from=search&search_item_id=789282202&search_item_type=a&search_match_part=%3F&search_page_id=4754855558&search_page_no=1&search_rank=1&search_sig=cb6c4dd320a0092c8afaaece3d1af4b0,,"metal, spain, death doom, doom death, doom death metal, doom metal, Armenia",,2022-01-14,2022,www.facebook.com/inlovingmemorymetalwww.inlovingmemory.esilmband.bandcamp.comtwitter.com/ilmbandwww.reverbnation.com/inlovingmemorymetal
Inigo Lunani,LNI06,electronic,https://inigolunani.bandcamp.com/album/lni05?from=search&search_item_id=3180508783&search_item_type=a&search_match_part=%3F&search_page_id=4754855768&search_page_no=1&search_rank=1&search_sig=608a40e04f0df5c00b765e004accbd1c,,"electronic, minimal house, minimal, minimal techno, Bilbao",,2025-07-21,2025,
Peibol,Ansiolitikos Unidos,alternative,https://peibol.bandcamp.com/album/ansiolitikos-unidos?from=search&search_item_id=442548779&search_item_type=a&search_match_part=%3F&search_page_id=4754855981&search_page_no=1&search_rank=1&search_sig=d7ce2cdf658e3006985b4c9340a953be,,"alternative, punk, alternative electronica, punk rock, Bilbao",,2025-07-02,2025,
DORMANTH,Demons,metal,https://dormanth.bandcamp.com/album/demons?from=search&search_item_id=4081868171&search_item_type=a&search_match_part=%3F&search_page_id=4754856146&search_page_no=1&search_rank=1&search_sig=86f0eb43565efc1cf120a962ea1e0b82,,"death metal, metal, xtreem music, death metal melódico, doom metal, melodic death metal, Bilbao",,2024-10-06,2024,
Blessure,EKAITZA/SABATÉ SINGLE,punk,https://blessurepunk.bandcamp.com/album/ekaitza-sabat-single?from=search&search_item_id=49526353&search_item_type=a&search_match_part=%3F&search_page_id=4754856292&search_page_no=1&search_rank=1&search_sig=5aa995b337a715c3cdac8abe6c47ff73,,"oi!, pays basque, punk, anarchopunk, Bilbao",,2022-04-17,2022,
Fixation on Suffering,Desmoterion,metal,https://fixationonsuffering.bandcamp.com/album/desmoterion?from=search&search_item_id=487055692&search_item_type=a&search_match_part=%3F&search_page_id=4754856395&search_page_no=1&search_rank=1&search_sig=03d04b176db8a82dbbc67f3e58301b92,,"metal, brutal death metal, death metal, metal, Bilbao",,2021-10-01,2021,
KNIVES,Collapse,metal,https://knivestaldea.bandcamp.com/album/collapse?from=search&search_item_id=2415911981&search_item_type=a&search_match_part=%3F&search_page_id=4754856543&search_page_no=1&search_rank=1&search_sig=99a7476f7bd3fd80209d04906a27635a,,"metal, crust punk, death, rock, Bilbao",,2021-02-12,2021,
Gravelbed,Dead Future (LP),electronic,https://gravelbed.bandcamp.com/album/dead-future-lp?from=search&search_item_id=616047554&search_item_type=a&search_match_part=%3F&search_page_id=4754856705&search_page_no=1&search_rank=1&search_sig=ebe185d4f69c41fa01cbab8facd40071,,"electronic, ukgrime, dub, experimental electronic, industrial, Bilbao",,2023-02-06,2023,"Juantxu Domenech: MusicPedro Blackearth: Vocals/LyricsRecorded, arranged and mixed at Eate StudiosMastered at Blue Site II N Studios by Kurt GlückArtwork By Raul Lobo BarojaAdditional personnel:Dave Cochrane: Bass guitar on ""Dissolve""Michi Cordura: Guitars on ""Automatic""Marco Serrato: Double bass on ""309""Peter Verwimp: Guitars on ""Brutality of Optimism""Elena Dalinger: Backing vocals on ""309""Additional recording at::Palazzo, Antwerp by Asthoreth (Peter Verwimp)Reaside Clinical Studios by Dr. Le Monstre (Dave Cochrane)Ataúd De Plomo Estudios by Miguel Grindermassive (Marco Serrato)"
Empty Files,Lost Files,alternative,https://lostrecordings.bandcamp.com/album/empty-files-ep?from=search&search_item_id=276019975&search_item_type=a&search_match_part=%3F&search_page_id=4754856943&search_page_no=1&search_rank=1&search_sig=01146cbff1901f1b33c364ff6e75c1bd,,"electronic, dance-music, dark-drum-bass, dnb, drum-bass, minimal-drum-bass, United Kingdom",,2022-12-04,2022,
Nize,Gaur Ez Naiz,Incandescent World,https://barne.bandcamp.com/album/gaur-ez-naiz?from=search&search_item_id=2006934663&search_item_type=a&search_match_part=%3F&search_page_id=4754857075&search_page_no=1&search_rank=1&search_sig=3e087f285f3403cb04e55505cabda122,,"90s, rock, alternative rock, kraut, synthpop, Bilbao",,2024-11-29,2024,"Kantak, hitzak: NIZEEkoizpena: NIZE, Urtzi Iza-Nahasketa, masterra: ETEN Espazio Sonoro2024"
Azúal Dub,Incandescent World,reggae,https://crudobilbao.com/album/incandescent-world?from=search&search_item_id=230710054&search_item_type=a&search_match_part=%3F&search_page_id=4754857253&search_page_no=1&search_rank=1&search_sig=48a705c0b44247a7621c6f9b961e0e2d,,"dub reggae, dub techno, electro dub, electronic music, reggae, steppa, Bilbao",,2019-05-30,2019,Produced by Azúal Dub.dubriseprod.bandcamp.com/musicMastering by Antxon Sagardui.
Tartalo Music,Legend [Album],soundtrack,https://tartalomusic.bandcamp.com/album/legend-album?from=search&search_item_id=207923634&search_item_type=a&search_match_part=%3F&search_page_id=4754857396&search_page_no=1&search_rank=1&search_sig=a76efdd43ad04e56d810cf25a34a99b1,,"celtic, epic, medieval, soundtrack, viking, fantasy, Bilbao",,2018-12-20,2018,Artwork bywww.warbanner.eu
DJ NESKET,CLOSE 2 YOU,electronic,https://nesket.bandcamp.com/album/close-2-you?from=search&search_item_id=3360779174&search_item_type=a&search_match_part=%3F&search_page_id=4754857501&search_page_no=1&search_rank=1&search_sig=d7458f317bfe9d7d7f00a38f7ce10cdb,,"electronic, hard dance, poky, bounce, bumping, hardbass, scouse house, Bilbao",,2025-04-28,2025,"El gran objetivo del aprendizaje no es el conocimiento, sino la acción."
eva,eva - microecosistema | polygon network [NW0068],experimental,https://polygonnetwork.bandcamp.com/album/eva-microecosistema-polygon-network-nw0068?from=search&search_item_id=720994855&search_item_type=a&search_match_part=%3F&search_page_id=4754857641&search_page_no=1&search_rank=1&search_sig=60c6e50d7094659e330e56af499e8299,,"experimental, abstract, ambient, idm, techno, Bilbao",,2025-01-11,2025,artwork by aurora arelasprogrammed and mixed by evamastered by dual spectrum [black unit studio]
Karam,Galduta nagoela sentitu arren,rock,https://karamkaram.bandcamp.com/album/galduta-nagoela-sentitu-arren?from=search&search_item_id=3519624636&search_item_type=a&search_match_part=%3F&search_page_id=4754857814&search_page_no=1&search_rank=1&search_sig=85da544933e1e3d82796b3fcdedba1dd,,"melodic rock, melodic hardcore, rock, alternative rock, euskera, Bilbao",,2024-10-07,2024,
Incursed,Baskavígin,metal,https://incursed.bandcamp.com/album/baskav-gin?from=search&search_item_id=2589245569&search_item_type=a&search_match_part=%3F&search_page_id=4754858003&search_page_no=1&search_rank=1&search_sig=a256413fafae567bfcb91d8fcf884c6e,,"metal, viking metal, folk metal, pagan metal, power metal, Bilbao",,2021-02-05,2021,
Lord Bakartia,Biscayne Storm,ambient,https://lordbakartia.bandcamp.com/album/biscayne-storm?from=search&search_item_id=2696726102&search_item_type=a&search_match_part=%3F&search_page_id=4754858200&search_page_no=1&search_rank=1&search_sig=21457ba1f5ac42ccdfe0b9030b6f2187,,"ambient, old school dungeon synth, dark ambient, dark dungeon music, dungeon synth, fantasy synth, Bilbao",,2023-10-06,2023,- All music composed by Lord Bakartia- Lord Bakartia logo by Woodcvtter Illustration:www.instagram.com/woodcvtter_illustration/?hl=es- You can follow Lord Bakartia here:www.instagram.com/lordbakartia/- Contact:orots666@gmail.com
Tartalo Music,The Tale of Keltiar [Album],soundtrack,https://tartalomusic.bandcamp.com/album/the-tale-of-keltiar-album?from=search&search_item_id=2083766494&search_item_type=a&search_match_part=%3F&search_page_id=4754858390&search_page_no=1&search_rank=1&search_sig=640a228fb59fd989dd3630cdd7eee19f,,"celtic, epic, medieval, soundtrack, viking, celtic music, fantasy, fantasy music, medieval, tartalo, tartalo music, Bilbao",,2014-07-26,2014,
Ageda Ibarra,Loarin + PERIKARPO,experimental,https://haziesporak.bandcamp.com/album/loarin-perikarpo?from=search&search_item_id=4084289949&search_item_type=a&search_match_part=%3F&search_page_id=4754858577&search_page_no=1&search_rank=10&search_sig=8f66fa234d19640f68da20f06fe2e5f2,,"experimental, bilbao, improvisation, soundart, Bilbao",,2025-06-19,2025,Artelana: Ageda Ibarra & Leire Sáenz. Masterra: E.Hurtado
michael valentine west,michael valentine west - comms | polygon network [NW0044],experimental,https://polygonnetwork.bandcamp.com/album/michael-valentine-west-comms-polygon-network-nw0044?from=search&search_item_id=3336725034&search_item_type=a&search_match_part=%3F&search_page_id=4754858731&search_page_no=1&search_rank=1&search_sig=4b885842e3588bab73f4c91549047aef,,"experimental, abstract, ambient, idm, techno, Bilbao",,2023-02-22,2023,artwork by michael valentine westprogrammed and mixed by michael valentine westmastered by mikimo sosumi
automatisme,automatisme - rate | polygon network [NW0071],experimental,https://polygonnetwork.bandcamp.com/album/automatisme-rate-polygon-network-nw0071?from=search&search_item_id=1555268391&search_item_type=a&search_match_part=%3F&search_page_id=4754858862&search_page_no=1&search_rank=1&search_sig=7dad28e5c438e5b9fd037fb04d2cbec7,,"experimental, abstract, ambient, idm, techno, Bilbao",,2025-04-23,2025,artwork by ponektracks programmed and mixed by william jourdainmastered by pheek
Abyme Nabar / Passion Farolas eta Mikel Lauki,ER051 Abyme Nabar & Passion Farolas eta Mikel Lauki - Split,electronic,,,,,,,
DJ NESKET,EVERYBODY KNOWS POKY,electronic,https://nesket.bandcamp.com/album/everybody-knows-poky?from=search&search_item_id=2683531160&search_item_type=a&search_match_part=%3F&search_page_id=4754859135&search_page_no=1&search_rank=1&search_sig=e23549312b1ce0bbdbf570ffafb7fcee,,"electronic, hard dance, poky, bumping, hardbass, scouse house, Bilbao",,2024-08-31,2024,
Gravelbed,State Alarm Sessions Vol 2 (Demo),electronic,https://gravelbed.bandcamp.com/album/state-alarm-sessions-vol-2-demo?from=search&search_item_id=1744399271&search_item_type=a&search_match_part=%3F&search_page_id=4754859318&search_page_no=1&search_rank=1&search_sig=d904edb849c0a7b3f479f72fb88eb0d1,,"electronic, ukgrime, dark ambient, dub, dystopiawave, experimental electronic, industrial, ukindustrial, urban industrial, Bilbao",,2021-11-24,2021,"Pedro Blackearth: Vocals, Lyric and conceptJuantxu Domenech: Music, mixing and masteringIrati Semperena: Cover picture"
SERPIENTE,Krisanteilu,experimental,https://s3rpi3nt3.bandcamp.com/album/krisanteilu?from=search&search_item_id=385526206&search_item_type=a&search_match_part=%3F&search_page_id=4754859507&search_page_no=1&search_rank=1&search_sig=6733d686bdf5ea20ad8e2f46bddff35c,,"bilbao, experimental, euskal-wave, post-punk, synth-culebra, Bilbao",,2019-09-30,2019,
WLDV,WLDV - Walpurgis EP,electronic,https://wldv.bandcamp.com/album/wldv-walpurgis-ep?from=search&search_item_id=1580053281&search_item_type=a&search_match_part=%3F&search_page_id=4754859677&search_page_no=1&search_rank=2&search_sig=56f868bce9e74e420dea26f2e4cd38ad,,"ebm, electronic, acid, ambient, dark ambient, dark disco, electro, horror, horror disco, italo disco, paul naschy, soundtrack, synthwave, techno, Bilbao",,2020-04-30,2020,All music composed and recorded by WLDV.
Ura,URA s/t 2014,punk,https://urapunx.bandcamp.com/album/ura-s-t-2014?from=search&search_item_id=2139577047&search_item_type=a&search_match_part=%3F&search_page_id=4754859827&search_page_no=1&search_rank=1&search_sig=bee6d005b69092050497b07ce52f1cae,,"bilbao, diy, punk, crust, vegan, vegetarian, Spain",,2015-01-20,2015,
DJ NESKET,DEKANTU / MAGIC FINGER,electronic,https://nesket.bandcamp.com/album/dekantu-magic-finger-2?from=search&search_item_id=1973593286&search_item_type=a&search_match_part=%3F&search_page_id=4754859956&search_page_no=1&search_rank=1&search_sig=e65417f31bb8410dea2efc095b4384e3,,"electronic, hard dance, poky, bumping, hardbass, scouse house, Bilbao",,2024-12-24,2024,
Matutano,PA PAM!!!! - Demolition,metal,https://matutano.bandcamp.com/album/pa-pam-demolition?from=search&search_item_id=1013738559&search_item_type=a&search_match_part=%3F&search_page_id=4754860079&search_page_no=1&search_rank=1&search_sig=ec01fff912dd122a2f688e3be07ebc7d,,"metal, mierda para giraus, Bilbao",,2020-03-01,2020,
Mikel Vega,Tresneria,experimental,https://mvega.bandcamp.com/album/tresneria?from=search&search_item_id=1507725096&search_item_type=a&search_match_part=%3F&search_page_id=4754860188&search_page_no=1&search_rank=6&search_sig=23b1131497ab4c733fd8b13c811749bd,,"experimental, contemporary guitar, electroacoustic, electronics, free jazz, guitar and effects, improvisation, Bilbao",,2025-01-24,2025,"Mikel Vega: guitars & effects, electronics.Ander Barriuso: guitar recording & final mix.Oihan Lizaso: mastering.Asier G. Azkue: artwork.LP release by Repetidor Disc in January 2025.repetidor-shop.bandcamp.com/album/tresneria"
Lord Bakartia,Split w/ Lehman,ambient,https://lordbakartia.bandcamp.com/album/split-w-lehman?from=search&search_item_id=1839741270&search_item_type=a&search_match_part=%3F&search_page_id=4754860348&search_page_no=1&search_rank=1&search_sig=453138210f1149f3d7cb28cfa6940be6,,"ambient, old school dungeon synth, dark ambient, dark dungeon music, dungeon synth, fantasy synth, ohio, winter synth. atmospheric synth, Bilbao",,2023-03-17,2023,- All music by Lehman & Lord Bakartia- Artwork by Lord Bakartia. (From a picture taken by Deabruaren Argia Fanzine).- Lord Bakartia logo by Woodcvtter Illustration:www.instagram.com/woodcvtter_illustration/- Contact:orots666@gmail.com
